Samplenum	Food	Type	Country	Year	Hazard	Concentration	LOQ	LOD	Unit	LOQtrue	LODtrue	DummyC	DummyCobs	DummyLOQobs	DummyLODobs	trueprev
404	eggproducts	egg	EU	2020	salmonella	NA	NA	0.078	cfu.p.gram	0.078125	0.078125	0.075	NA	NA	0.078	1
405	eggproducts	egg	EU	2020	salmonella	0.356	0.078	0.078	cfu.p.gram	0.078125	0.078125	0.356	0.356	0.078	0.078	1
406	eggproducts	egg	EU	2020	salmonella	0.182	0.078	0.078	cfu.p.gram	0.078125	0.078125	0.182	0.182	0.078	0.078	1
407	poultry	broiler	EU	2020	lead	0.015	0.010	0.005	microgram.p.gram	0.01	0.005	0.015	0.015	0.010	0.005	1
408	poultry	broiler	EU	2020	lead	NA	NA	0.005	microgram.p.gram	0.01	0.005	0.004	NA	NA	0.005	1
409	poultry	broiler	EU	2020	lead	NA	0.010	0.005	microgram.p.gram	0.01	0.005	0.006	NA	0.010	0.005	1
410	poultry	broiler	EU	2020	lead	NA	0.010	0.005	microgram.p.gram	0.01	0.005	0.007	NA	0.010	0.005	1
411	poultry	broiler	EU	2020	lead	0.016	0.010	0.005	microgram.p.gram	0.01	0.005	0.016	0.016	0.010	0.005	1
412	poultry	broiler	EU	2020	lead	NA	NA	0.005	microgram.p.gram	0.01	0.005	0.003	NA	NA	0.005	1
413	poultry	broiler	EU	2020	lead	0.014	0.010	0.005	microgram.p.gram	0.01	0.005	0.014	0.014	0.010	0.005	1
414	poultry	broiler	EU	2020	lead	NA	0.010	0.005	microgram.p.gram	0.01	0.005	0.008	NA	0.010	0.005	1
415	poultry	broiler	EU	2020	lead	NA	NA	0.005	microgram.p.gram	0.01	0.005	0.001	NA	NA	0.005	1
416	poultry	broiler	EU	2020	lead	0.021	0.010	0.005	microgram.p.gram	0.01	0.005	0.021	0.021	0.010	0.005	1
417	poultry	broiler	EU	2020	lead	NA	0.010	0.005	microgram.p.gram	0.01	0.005	0.006	NA	0.010	0.005	1
418	poultry	broiler	EU	2020	lead	NA	NA	0.005	microgram.p.gram	0.01	0.005	0.003	NA	NA	0.005	1
419	fruitvege	vege	EU	2020	lead	0.023	0.010	0.005	microgram.p.gram	0.01	0.005	0.023	0.023	0.010	0.005	1
420	fruitvege	vege	EU	2020	lead	0.013	0.010	0.005	microgram.p.gram	0.01	0.005	0.013	0.013	0.010	0.005	1
421	fruitvege	vege	EU	2020	lead	0.043	0.010	0.005	microgram.p.gram	0.01	0.005	0.043	0.043	0.010	0.005	1
422	fruitvege	vege	EU	2020	lead	0.072	0.010	0.005	microgram.p.gram	0.01	0.005	0.072	0.072	0.010	0.005	1
423	fruitvege	vege	EU	2020	lead	0.224	0.010	0.005	microgram.p.gram	0.01	0.005	0.224	0.224	0.010	0.005	1
424	fruitvege	vege	EU	2020	lead	0.021	0.010	0.005	microgram.p.gram	0.01	0.005	0.021	0.021	0.010	0.005	1
425	fruitvege	vege	EU	2020	lead	0.025	0.010	0.005	microgram.p.gram	0.01	0.005	0.025	0.025	0.010	0.005	1
426	fruitvege	vege	EU	2020	lead	0.107	0.010	0.005	microgram.p.gram	0.01	0.005	0.107	0.107	0.010	0.005	1
427	fruitvege	vege	EU	2020	lead	0.014	0.010	0.005	microgram.p.gram	0.01	0.005	0.014	0.014	0.010	0.005	1
428	fruitvege	vege	EU	2020	lead	0.038	0.010	0.005	microgram.p.gram	0.01	0.005	0.038	0.038	0.010	0.005	1
429	fruitvege	vege	EU	2020	lead	0.030	0.010	0.005	microgram.p.gram	0.01	0.005	0.030	0.030	0.010	0.005	1
430	fruitvege	vege	EU	2020	lead	0.017	0.010	0.005	microgram.p.gram	0.01	0.005	0.017	0.017	0.010	0.005	1
431	fruitvege	vege	EU	2020	lead	0.040	0.010	0.005	microgram.p.gram	0.01	0.005	0.040	0.040	0.010	0.005	1
432	fruitvege	vege	EU	2020	lead	0.055	0.010	0.005	microgram.p.gram	0.01	0.005	0.055	0.055	0.010	0.005	1
433	fruitvege	vege	EU	2020	lead	0.071	0.010	0.005	microgram.p.gram	0.01	0.005	0.071	0.071	0.010	0.005	1
434	fruitvege	vege	EU	2020	lead	0.066	0.010	0.005	microgram.p.gram	0.01	0.005	0.066	0.066	0.010	0.005	1
435	fruitvege	vege	EU	2020	lead	0.034	0.010	0.005	microgram.p.gram	0.01	0.005	0.034	0.034	0.010	0.005	1
436	fruitvege	vege	EU	2020	lead	0.033	0.010	0.005	microgram.p.gram	0.01	0.005	0.033	0.033	0.010	0.005	1
437	fruitvege	vege	EU	2020	lead	NA	0.010	0.005	microgram.p.gram	0.01	0.005	0.007	NA	0.010	0.005	1
438	seafood	fish	EU	2020	lead	NA	NA	0.005	microgram.p.gram	0.01	0.005	0.004	NA	NA	0.005	1
439	seafood	fish	EU	2020	lead	0.013	0.010	0.005	microgram.p.gram	0.01	0.005	0.013	0.013	0.010	0.005	1
440	seafood	fish	EU	2020	lead	NA	NA	0.005	microgram.p.gram	0.01	0.005	0.004	NA	NA	0.005	1
441	seafood	fish	EU	2020	lead	0.011	0.010	0.005	microgram.p.gram	0.01	0.005	0.011	0.011	0.010	0.005	1
442	seafood	fish	EU	2020	lead	0.012	0.010	0.005	microgram.p.gram	0.01	0.005	0.012	0.012	0.010	0.005	1
443	seafood	fish	EU	2020	lead	0.011	0.010	0.005	microgram.p.gram	0.01	0.005	0.011	0.011	0.010	0.005	1
444	seafood	fish	EU	2020	lead	0.010	0.010	0.005	microgram.p.gram	0.01	0.005	0.010	0.010	0.010	0.005	1
445	seafood	fish	EU	2020	lead	NA	NA	0.005	microgram.p.gram	0.01	0.005	0.003	NA	NA	0.005	1
446	seafood	fish	EU	2020	lead	NA	NA	0.005	microgram.p.gram	0.01	0.005	0.004	NA	NA	0.005	1
447	seafood	fish	EU	2020	lead	0.013	0.010	0.005	microgram.p.gram	0.01	0.005	0.013	0.013	0.010	0.005	1
448	seafood	fish	EU	2020	lead	NA	NA	0.005	microgram.p.gram	0.01	0.005	0.001	NA	NA	0.005	1
449	seafood	fish	EU	2020	lead	NA	0.010	0.005	microgram.p.gram	0.01	0.005	0.008	NA	0.010	0.005	1
450	seafood	fish	EU	2020	lead	0.028	0.010	0.005	microgram.p.gram	0.01	0.005	0.028	0.028	0.010	0.005	1
451	seafood	fish	EU	2020	lead	NA	NA	0.005	microgram.p.gram	0.01	0.005	0.004	NA	NA	0.005	1
452	seafood	fish	EU	2020	lead	0.014	0.010	0.005	microgram.p.gram	0.01	0.005	0.014	0.014	0.010	0.005	1
453	seafood	fish	EU	2020	lead	0.012	0.010	0.005	microgram.p.gram	0.01	0.005	0.012	0.012	0.010	0.005	1
454	seafood	fish	EU	2020	lead	NA	0.010	0.005	microgram.p.gram	0.01	0.005	0.007	NA	0.010	0.005	1
455	seafood	fish	EU	2020	lead	0.011	0.010	0.005	microgram.p.gram	0.01	0.005	0.011	0.011	0.010	0.005	1
456	milkproducts	milk	EU	2020	lead	NA	NA	0.005	microgram.p.gram	0.01	0.005	0.002	NA	NA	0.005	1
457	milkproducts	milk	EU	2020	lead	NA	NA	0.005	microgram.p.gram	0.01	0.005	0.003	NA	NA	0.005	1
458	milkproducts	milk	EU	2020	lead	NA	NA	0.005	microgram.p.gram	0.01	0.005	0.000	NA	NA	0.005	1
459	milkproducts	milk	EU	2020	lead	NA	NA	0.005	microgram.p.gram	0.01	0.005	0.002	NA	NA	0.005	1
460	milkproducts	milk	EU	2020	lead	NA	NA	0.005	microgram.p.gram	0.01	0.005	0.002	NA	NA	0.005	1
461	milkproducts	milk	EU	2020	lead	NA	NA	0.005	microgram.p.gram	0.01	0.005	0.001	NA	NA	0.005	1
462	milkproducts	milk	EU	2020	lead	0.011	0.010	0.005	microgram.p.gram	0.01	0.005	0.011	0.011	0.010	0.005	1
463	milkproducts	milk	EU	2020	lead	NA	0.010	0.005	microgram.p.gram	0.01	0.005	0.010	NA	0.010	0.005	1
464	milkproducts	milk	EU	2020	lead	NA	NA	0.005	microgram.p.gram	0.01	0.005	0.001	NA	NA	0.005	1
465	milkproducts	milk	EU	2020	lead	NA	NA	0.005	microgram.p.gram	0.01	0.005	0.002	NA	NA	0.005	1
466	milkproducts	milk	EU	2020	lead	NA	NA	0.005	microgram.p.gram	0.01	0.005	0.003	NA	NA	0.005	1
467	milkproducts	milk	EU	2020	lead	NA	NA	0.005	microgram.p.gram	0.01	0.005	0.001	NA	NA	0.005	1
468	milkproducts	milk	EU	2020	lead	0.064	0.010	0.005	microgram.p.gram	0.01	0.005	0.064	0.064	0.010	0.005	1
469	milkproducts	milk	EU	2020	lead	NA	0.010	0.005	microgram.p.gram	0.01	0.005	0.006	NA	0.010	0.005	1
470	milkproducts	milk	EU	2020	lead	NA	NA	0.005	microgram.p.gram	0.01	0.005	0.001	NA	NA	0.005	1
471	milkproducts	milk	EU	2020	lead	NA	NA	0.005	microgram.p.gram	0.01	0.005	0.004	NA	NA	0.005	1
472	milkproducts	milk	EU	2020	lead	NA	0.010	0.005	microgram.p.gram	0.01	0.005	0.006	NA	0.010	0.005	1
473	milkproducts	milk	EU	2020	lead	NA	NA	0.005	microgram.p.gram	0.01	0.005	0.003	NA	NA	0.005	1
474	milkproducts	milk	EU	2020	lead	NA	NA	0.005	microgram.p.gram	0.01	0.005	0.002	NA	NA	0.005	1
475	milkproducts	milk	EU	2020	lead	NA	NA	0.005	microgram.p.gram	0.01	0.005	0.002	NA	NA	0.005	1
476	milkproducts	milk	EU	2020	lead	NA	NA	0.005	microgram.p.gram	0.01	0.005	0.000	NA	NA	0.005	1
477	milkproducts	milk	EU	2020	lead	NA	NA	0.005	microgram.p.gram	0.01	0.005	0.000	NA	NA	0.005	1
478	milkproducts	milk	EU	2020	lead	0.012	0.010	0.005	microgram.p.gram	0.01	0.005	0.012	0.012	0.010	0.005	1
479	milkproducts	milk	EU	2020	lead	NA	NA	0.005	microgram.p.gram	0.01	0.005	0.000	NA	NA	0.005	1
480	milkproducts	milk	EU	2020	lead	0.017	0.010	0.005	microgram.p.gram	0.01	0.005	0.017	0.017	0.010	0.005	1
481	milkproducts	milk	EU	2020	lead	NA	NA	0.005	microgram.p.gram	0.01	0.005	0.003	NA	NA	0.005	1
482	milkproducts	milk	EU	2020	lead	NA	NA	0.005	microgram.p.gram	0.01	0.005	0.001	NA	NA	0.005	1
483	milkproducts	milk	EU	2020	lead	NA	NA	0.005	microgram.p.gram	0.01	0.005	0.002	NA	NA	0.005	1
484	milkproducts	milk	EU	2020	lead	0.010	0.010	0.005	microgram.p.gram	0.01	0.005	0.010	0.010	0.010	0.005	1
485	milkproducts	milk	EU	2020	lead	NA	NA	0.005	microgram.p.gram	0.01	0.005	0.004	NA	NA	0.005	1
486	milkproducts	milk	EU	2020	lead	NA	0.010	0.005	microgram.p.gram	0.01	0.005	0.007	NA	0.010	0.005	1
487	eggproducts	egg	EU	2020	lead	NA	NA	0.005	microgram.p.gram	0.01	0.005	0.002	NA	NA	0.005	1
488	eggproducts	egg	EU	2020	lead	NA	NA	0.005	microgram.p.gram	0.01	0.005	0.001	NA	NA	0.005	1
489	eggproducts	egg	EU	2020	lead	NA	NA	0.005	microgram.p.gram	0.01	0.005	0.001	NA	NA	0.005	1
490	eggproducts	egg	EU	2020	lead	0.018	0.010	0.005	microgram.p.gram	0.01	0.005	0.018	0.018	0.010	0.005	1
491	eggproducts	egg	EU	2020	lead	NA	NA	0.005	microgram.p.gram	0.01	0.005	0.002	NA	NA	0.005	1
492	eggproducts	egg	EU	2020	lead	NA	NA	0.005	microgram.p.gram	0.01	0.005	0.002	NA	NA	0.005	1
493	eggproducts	egg	EU	2020	lead	NA	0.010	0.005	microgram.p.gram	0.01	0.005	0.008	NA	0.010	0.005	1
494	eggproducts	egg	EU	2020	lead	0.032	0.010	0.005	microgram.p.gram	0.01	0.005	0.032	0.032	0.010	0.005	1
495	eggproducts	egg	EU	2020	lead	0.020	0.010	0.005	microgram.p.gram	0.01	0.005	0.020	0.020	0.010	0.005	1
496	eggproducts	egg	EU	2020	lead	NA	NA	0.005	microgram.p.gram	0.01	0.005	0.001	NA	NA	0.005	1
497	eggproducts	egg	EU	2020	lead	NA	0.010	0.005	microgram.p.gram	0.01	0.005	0.006	NA	0.010	0.005	1
498	eggproducts	egg	EU	2020	lead	NA	NA	0.005	microgram.p.gram	0.01	0.005	0.003	NA	NA	0.005	1
499	eggproducts	egg	EU	2020	lead	NA	0.010	0.005	microgram.p.gram	0.01	0.005	0.009	NA	0.010	0.005	1
500	eggproducts	egg	EU	2020	lead	NA	0.010	0.005	microgram.p.gram	0.01	0.005	0.006	NA	0.010	0.005	1
501	eggproducts	egg	EU	2020	lead	NA	NA	0.005	microgram.p.gram	0.01	0.005	0.001	NA	NA	0.005	1
502	eggproducts	egg	EU	2020	lead	NA	NA	0.005	microgram.p.gram	0.01	0.005	0.001	NA	NA	0.005	1
503	eggproducts	egg	EU	2020	lead	0.012	0.010	0.005	microgram.p.gram	0.01	0.005	0.012	0.012	0.010	0.005	1
504	poultry	broiler	EU	2020	cadmium	NA	0.005	0.001	microgram.p.gram	0.005	0.001	0.002	NA	0.005	0.001	1
505	poultry	broiler	EU	2020	cadmium	0.010	0.005	0.001	microgram.p.gram	0.005	0.001	0.010	0.010	0.005	0.001	1
506	poultry	broiler	EU	2020	cadmium	0.006	0.005	0.001	microgram.p.gram	0.005	0.001	0.006	0.006	0.005	0.001	1
507	poultry	broiler	EU	2020	cadmium	NA	NA	0.001	microgram.p.gram	0.005	0.001	0.001	NA	NA	0.001	1
508	poultry	broiler	EU	2020	cadmium	NA	0.005	0.001	microgram.p.gram	0.005	0.001	0.003	NA	0.005	0.001	1
509	poultry	broiler	EU	2020	cadmium	0.009	0.005	0.001	microgram.p.gram	0.005	0.001	0.009	0.009	0.005	0.001	1
510	poultry	broiler	EU	2020	cadmium	NA	0.005	0.001	microgram.p.gram	0.005	0.001	0.003	NA	0.005	0.001	1
511	poultry	broiler	EU	2020	cadmium	0.010	0.005	0.001	microgram.p.gram	0.005	0.001	0.010	0.010	0.005	0.001	1
512	poultry	broiler	EU	2020	cadmium	0.009	0.005	0.001	microgram.p.gram	0.005	0.001	0.009	0.009	0.005	0.001	1
513	poultry	broiler	EU	2020	cadmium	NA	0.005	0.001	microgram.p.gram	0.005	0.001	0.002	NA	0.005	0.001	1
514	poultry	broiler	EU	2020	cadmium	0.007	0.005	0.001	microgram.p.gram	0.005	0.001	0.007	0.007	0.005	0.001	1
515	poultry	broiler	EU	2020	cadmium	0.007	0.005	0.001	microgram.p.gram	0.005	0.001	0.007	0.007	0.005	0.001	1
516	poultry	broiler	EU	2020	cadmium	0.015	0.005	0.001	microgram.p.gram	0.005	0.001	0.015	0.015	0.005	0.001	1
517	poultry	broiler	EU	2020	cadmium	0.009	0.005	0.001	microgram.p.gram	0.005	0.001	0.009	0.009	0.005	0.001	1
518	poultry	broiler	EU	2020	cadmium	0.024	0.005	0.001	microgram.p.gram	0.005	0.001	0.024	0.024	0.005	0.001	1
519	poultry	broiler	EU	2020	cadmium	NA	0.005	0.001	microgram.p.gram	0.005	0.001	0.002	NA	0.005	0.001	1
520	poultry	broiler	EU	2020	cadmium	0.006	0.005	0.001	microgram.p.gram	0.005	0.001	0.006	0.006	0.005	0.001	1
521	fruitvege	vege	EU	2020	cadmium	0.070	0.005	0.001	microgram.p.gram	0.005	0.001	0.070	0.070	0.005	0.001	1
522	fruitvege	vege	EU	2020	cadmium	0.028	0.005	0.001	microgram.p.gram	0.005	0.001	0.028	0.028	0.005	0.001	1
523	fruitvege	vege	EU	2020	cadmium	0.032	0.005	0.001	microgram.p.gram	0.005	0.001	0.032	0.032	0.005	0.001	1
524	fruitvege	vege	EU	2020	cadmium	NA	0.005	0.001	microgram.p.gram	0.005	0.001	0.004	NA	0.005	0.001	1
525	fruitvege	vege	EU	2020	cadmium	0.032	0.005	0.001	microgram.p.gram	0.005	0.001	0.032	0.032	0.005	0.001	1
526	fruitvege	vege	EU	2020	cadmium	0.021	0.005	0.001	microgram.p.gram	0.005	0.001	0.021	0.021	0.005	0.001	1
527	fruitvege	vege	EU	2020	cadmium	0.022	0.005	0.001	microgram.p.gram	0.005	0.001	0.022	0.022	0.005	0.001	1
528	fruitvege	vege	EU	2020	cadmium	0.012	0.005	0.001	microgram.p.gram	0.005	0.001	0.012	0.012	0.005	0.001	1
529	fruitvege	vege	EU	2020	cadmium	0.028	0.005	0.001	microgram.p.gram	0.005	0.001	0.028	0.028	0.005	0.001	1
530	fruitvege	vege	EU	2020	cadmium	0.109	0.005	0.001	microgram.p.gram	0.005	0.001	0.109	0.109	0.005	0.001	1
531	fruitvege	vege	EU	2020	cadmium	0.060	0.005	0.001	microgram.p.gram	0.005	0.001	0.060	0.060	0.005	0.001	1
532	fruitvege	vege	EU	2020	cadmium	0.036	0.005	0.001	microgram.p.gram	0.005	0.001	0.036	0.036	0.005	0.001	1
533	fruitvege	vege	EU	2020	cadmium	0.027	0.005	0.001	microgram.p.gram	0.005	0.001	0.027	0.027	0.005	0.001	1
534	fruitvege	vege	EU	2020	cadmium	0.040	0.005	0.001	microgram.p.gram	0.005	0.001	0.040	0.040	0.005	0.001	1
535	fruitvege	vege	EU	2020	cadmium	0.016	0.005	0.001	microgram.p.gram	0.005	0.001	0.016	0.016	0.005	0.001	1
536	fruitvege	vege	EU	2020	cadmium	0.040	0.005	0.001	microgram.p.gram	0.005	0.001	0.040	0.040	0.005	0.001	1
537	fruitvege	vege	EU	2020	cadmium	0.012	0.005	0.001	microgram.p.gram	0.005	0.001	0.012	0.012	0.005	0.001	1
538	seafood	fish	EU	2020	cadmium	0.011	0.005	0.001	microgram.p.gram	0.005	0.001	0.011	0.011	0.005	0.001	1
539	seafood	fish	EU	2020	cadmium	0.023	0.005	0.001	microgram.p.gram	0.005	0.001	0.023	0.023	0.005	0.001	1
540	seafood	fish	EU	2020	cadmium	0.030	0.005	0.001	microgram.p.gram	0.005	0.001	0.030	0.030	0.005	0.001	1
541	seafood	fish	EU	2020	cadmium	0.009	0.005	0.001	microgram.p.gram	0.005	0.001	0.009	0.009	0.005	0.001	1
542	seafood	fish	EU	2020	cadmium	0.027	0.005	0.001	microgram.p.gram	0.005	0.001	0.027	0.027	0.005	0.001	1
543	seafood	fish	EU	2020	cadmium	0.032	0.005	0.001	microgram.p.gram	0.005	0.001	0.032	0.032	0.005	0.001	1
544	seafood	fish	EU	2020	cadmium	0.028	0.005	0.001	microgram.p.gram	0.005	0.001	0.028	0.028	0.005	0.001	1
545	seafood	fish	EU	2020	cadmium	NA	0.005	0.001	microgram.p.gram	0.005	0.001	0.005	NA	0.005	0.001	1
546	seafood	fish	EU	2020	cadmium	0.030	0.005	0.001	microgram.p.gram	0.005	0.001	0.030	0.030	0.005	0.001	1
547	seafood	fish	EU	2020	cadmium	0.007	0.005	0.001	microgram.p.gram	0.005	0.001	0.007	0.007	0.005	0.001	1
548	milkproducts	milk	EU	2020	cadmium	NA	0.002	0.001	microgram.p.gram	0.002	0.001	0.001	NA	0.002	0.001	1
549	milkproducts	milk	EU	2020	cadmium	0.003	0.002	0.001	microgram.p.gram	0.002	0.001	0.003	0.003	0.002	0.001	1
550	milkproducts	milk	EU	2020	cadmium	NA	0.002	0.001	microgram.p.gram	0.002	0.001	0.001	NA	0.002	0.001	1
551	milkproducts	milk	EU	2020	cadmium	NA	NA	0.001	microgram.p.gram	0.002	0.001	0.001	NA	NA	0.001	1
552	milkproducts	milk	EU	2020	cadmium	NA	0.002	0.001	microgram.p.gram	0.002	0.001	0.001	NA	0.002	0.001	1
553	milkproducts	milk	EU	2020	cadmium	NA	0.002	0.001	microgram.p.gram	0.002	0.001	0.001	NA	0.002	0.001	1
554	milkproducts	milk	EU	2020	cadmium	NA	NA	0.001	microgram.p.gram	0.002	0.001	0.000	NA	NA	0.001	1
555	milkproducts	milk	EU	2020	cadmium	NA	NA	0.001	microgram.p.gram	0.002	0.001	0.001	NA	NA	0.001	1
556	milkproducts	milk	EU	2020	cadmium	NA	0.002	0.001	microgram.p.gram	0.002	0.001	0.001	NA	0.002	0.001	1
557	milkproducts	milk	EU	2020	cadmium	NA	0.002	0.001	microgram.p.gram	0.002	0.001	0.002	NA	0.002	0.001	1
558	milkproducts	milk	EU	2020	cadmium	NA	NA	0.001	microgram.p.gram	0.002	0.001	0.001	NA	NA	0.001	1
559	milkproducts	milk	EU	2020	cadmium	NA	NA	0.001	microgram.p.gram	0.002	0.001	0.001	NA	NA	0.001	1
560	milkproducts	milk	EU	2020	cadmium	NA	NA	0.001	microgram.p.gram	0.002	0.001	0.000	NA	NA	0.001	1
561	milkproducts	milk	EU	2020	cadmium	NA	NA	0.001	microgram.p.gram	0.002	0.001	0.000	NA	NA	0.001	1
562	milkproducts	milk	EU	2020	cadmium	NA	0.002	0.001	microgram.p.gram	0.002	0.001	0.002	NA	0.002	0.001	1
563	milkproducts	milk	EU	2020	cadmium	NA	0.002	0.001	microgram.p.gram	0.002	0.001	0.002	NA	0.002	0.001	1
564	milkproducts	milk	EU	2020	cadmium	NA	0.002	0.001	microgram.p.gram	0.002	0.001	0.002	NA	0.002	0.001	1
565	milkproducts	milk	EU	2020	cadmium	NA	NA	0.001	microgram.p.gram	0.002	0.001	0.000	NA	NA	0.001	1
566	milkproducts	milk	EU	2020	cadmium	NA	NA	0.001	microgram.p.gram	0.002	0.001	0.000	NA	NA	0.001	1
567	milkproducts	milk	EU	2020	cadmium	NA	NA	0.001	microgram.p.gram	0.002	0.001	0.001	NA	NA	0.001	1
568	milkproducts	milk	EU	2020	cadmium	0.002	0.002	0.001	microgram.p.gram	0.002	0.001	0.002	0.002	0.002	0.001	1
569	milkproducts	milk	EU	2020	cadmium	NA	NA	0.001	microgram.p.gram	0.002	0.001	0.001	NA	NA	0.001	1
570	milkproducts	milk	EU	2020	cadmium	0.003	0.002	0.001	microgram.p.gram	0.002	0.001	0.003	0.003	0.002	0.001	1
571	milkproducts	milk	EU	2020	cadmium	NA	NA	0.001	microgram.p.gram	0.002	0.001	0.001	NA	NA	0.001	1
572	milkproducts	milk	EU	2020	cadmium	NA	NA	0.001	microgram.p.gram	0.002	0.001	0.001	NA	NA	0.001	1
573	milkproducts	milk	EU	2020	cadmium	NA	NA	0.001	microgram.p.gram	0.002	0.001	0.000	NA	NA	0.001	1
574	milkproducts	milk	EU	2020	cadmium	NA	NA	0.001	microgram.p.gram	0.002	0.001	0.001	NA	NA	0.001	1
575	milkproducts	milk	EU	2020	cadmium	NA	NA	0.001	microgram.p.gram	0.002	0.001	0.001	NA	NA	0.001	1
576	milkproducts	milk	EU	2020	cadmium	0.002	0.002	0.001	microgram.p.gram	0.002	0.001	0.002	0.002	0.002	0.001	1
577	milkproducts	milk	EU	2020	cadmium	NA	NA	0.001	microgram.p.gram	0.002	0.001	0.001	NA	NA	0.001	1
578	milkproducts	milk	EU	2020	cadmium	NA	NA	0.001	microgram.p.gram	0.002	0.001	0.001	NA	NA	0.001	1
579	milkproducts	milk	EU	2020	cadmium	NA	NA	0.001	microgram.p.gram	0.002	0.001	0.000	NA	NA	0.001	1
580	milkproducts	milk	EU	2020	cadmium	NA	NA	0.001	microgram.p.gram	0.002	0.001	0.001	NA	NA	0.001	1
581	milkproducts	milk	EU	2020	cadmium	NA	NA	0.001	microgram.p.gram	0.002	0.001	0.000	NA	NA	0.001	1
582	milkproducts	milk	EU	2020	cadmium	NA	NA	0.001	microgram.p.gram	0.002	0.001	0.001	NA	NA	0.001	1
583	milkproducts	milk	EU	2020	cadmium	NA	NA	0.001	microgram.p.gram	0.002	0.001	0.000	NA	NA	0.001	1
584	milkproducts	milk	EU	2020	cadmium	NA	NA	0.001	microgram.p.gram	0.002	0.001	0.000	NA	NA	0.001	1
585	milkproducts	milk	EU	2020	cadmium	NA	NA	0.001	microgram.p.gram	0.002	0.001	0.000	NA	NA	0.001	1
586	milkproducts	milk	EU	2020	cadmium	0.004	0.002	0.001	microgram.p.gram	0.002	0.001	0.004	0.004	0.002	0.001	1
587	milkproducts	milk	EU	2020	cadmium	NA	NA	0.001	microgram.p.gram	0.002	0.001	0.000	NA	NA	0.001	1
588	milkproducts	milk	EU	2020	cadmium	NA	NA	0.001	microgram.p.gram	0.002	0.001	0.001	NA	NA	0.001	1
589	milkproducts	milk	EU	2020	cadmium	NA	0.002	0.001	microgram.p.gram	0.002	0.001	0.001	NA	0.002	0.001	1
590	milkproducts	milk	EU	2020	cadmium	NA	NA	0.001	microgram.p.gram	0.002	0.001	0.000	NA	NA	0.001	1
591	milkproducts	milk	EU	2020	cadmium	NA	0.002	0.001	microgram.p.gram	0.002	0.001	0.001	NA	0.002	0.001	1
592	milkproducts	milk	EU	2020	cadmium	NA	0.002	0.001	microgram.p.gram	0.002	0.001	0.002	NA	0.002	0.001	1
593	milkproducts	milk	EU	2020	cadmium	NA	0.002	0.001	microgram.p.gram	0.002	0.001	0.001	NA	0.002	0.001	1
594	milkproducts	milk	EU	2020	cadmium	NA	NA	0.001	microgram.p.gram	0.002	0.001	0.000	NA	NA	0.001	1
595	milkproducts	milk	EU	2020	cadmium	NA	NA	0.001	microgram.p.gram	0.002	0.001	0.000	NA	NA	0.001	1
596	milkproducts	milk	EU	2020	cadmium	0.002	0.002	0.001	microgram.p.gram	0.002	0.001	0.002	0.002	0.002	0.001	1
597	eggproducts	egg	EU	2020	cadmium	0.005	0.005	0.001	microgram.p.gram	0.005	0.001	0.005	0.005	0.005	0.001	1
598	eggproducts	egg	EU	2020	cadmium	NA	0.005	0.001	microgram.p.gram	0.005	0.001	0.004	NA	0.005	0.001	1
599	eggproducts	egg	EU	2020	cadmium	NA	0.005	0.001	microgram.p.gram	0.005	0.001	0.002	NA	0.005	0.001	1
600	eggproducts	egg	EU	2020	cadmium	NA	0.005	0.001	microgram.p.gram	0.005	0.001	0.002	NA	0.005	0.001	1
601	eggproducts	egg	EU	2020	cadmium	NA	0.005	0.001	microgram.p.gram	0.005	0.001	0.001	NA	0.005	0.001	1
602	eggproducts	egg	EU	2020	cadmium	NA	0.005	0.001	microgram.p.gram	0.005	0.001	0.001	NA	0.005	0.001	1
603	eggproducts	egg	EU	2020	cadmium	NA	0.005	0.001	microgram.p.gram	0.005	0.001	0.001	NA	0.005	0.001	1
604	eggproducts	egg	EU	2020	cadmium	NA	NA	0.001	microgram.p.gram	0.005	0.001	0.001	NA	NA	0.001	1
605	eggproducts	egg	EU	2020	cadmium	NA	0.005	0.001	microgram.p.gram	0.005	0.001	0.001	NA	0.005	0.001	1
606	eggproducts	egg	EU	2020	cadmium	0.023	0.005	0.001	microgram.p.gram	0.005	0.001	0.023	0.023	0.005	0.001	1
607	eggproducts	egg	EU	2020	cadmium	0.006	0.005	0.001	microgram.p.gram	0.005	0.001	0.006	0.006	0.005	0.001	1
608	eggproducts	egg	EU	2020	cadmium	NA	0.005	0.001	microgram.p.gram	0.005	0.001	0.003	NA	0.005	0.001	1
609	eggproducts	egg	EU	2020	cadmium	0.005	0.005	0.001	microgram.p.gram	0.005	0.001	0.005	0.005	0.005	0.001	1
610	eggproducts	egg	EU	2020	cadmium	NA	0.005	0.001	microgram.p.gram	0.005	0.001	0.002	NA	0.005	0.001	1
611	eggproducts	egg	EU	2020	cadmium	NA	0.005	0.001	microgram.p.gram	0.005	0.001	0.003	NA	0.005	0.001	1
612	eggproducts	egg	EU	2020	cadmium	0.006	0.005	0.001	microgram.p.gram	0.005	0.001	0.006	0.006	0.005	0.001	1
613	eggproducts	egg	EU	2020	cadmium	NA	0.005	0.001	microgram.p.gram	0.005	0.001	0.002	NA	0.005	0.001	1
614	eggproducts	egg	EU	2020	cadmium	NA	0.005	0.001	microgram.p.gram	0.005	0.001	0.001	NA	0.005	0.001	1
